,intercalation_Element_1,intercalation_Element_2,intercalation_Element_3,intercalation_Element_4,intercalation_Element_5,intercalation_Element_6,intercalation_Element_7,intercalation_ion
77,0.54667395,0.54667395,0.5977446,0.24211639,0.24211639,0.24211639,0.24211639,0.41992307
78,0.54667395,0.54667395,0.5977446,0.24211639,0.24211639,0.24211639,0.24211639,0.5016584
79,0.54667395,0.54667395,0.5977446,0.24211639,0.24211639,0.24211639,0.24211639,0.24211639
80,0.68533975,0.68533975,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.68533975
81,0.68533975,0.68533975,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.4386638
82,0.68533975,0.68533975,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.37432775
83,0.68533975,0.68533975,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.5926203
84,0.68533975,0.68533975,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.31498703
85,0.68533975,0.68533975,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.41992307
86,0.68533975,0.68533975,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.5016584
87,0.68533975,0.68533975,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.24211639
88,0.5926203,0.5926203,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.68533975
89,0.5926203,0.5926203,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.4386638
90,0.5926203,0.5926203,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.37432775
91,0.5926203,0.5926203,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.5926203
92,0.5926203,0.5926203,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.31498703
93,0.5926203,0.5926203,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.41992307
94,0.5926203,0.5926203,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.5016584
95,0.5926203,0.5926203,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.24211639
96,0.37432775,0.37432775,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.68533975
97,0.37432775,0.37432775,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.4386638
98,0.37432775,0.37432775,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.37432775
99,0.37432775,0.37432775,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.5926203
100,0.37432775,0.37432775,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.31498703
101,0.37432775,0.37432775,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.41992307
102,0.37432775,0.37432775,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.5016584
103,0.37432775,0.37432775,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.24211639
104,0.5304877,0.5304877,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.68533975
105,0.5304877,0.5304877,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.4386638
106,0.5304877,0.5304877,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.37432775
107,0.5304877,0.5304877,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.5926203
108,0.5304877,0.5304877,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.31498703
109,0.5304877,0.5304877,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.41992307
110,0.5304877,0.5304877,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.5016584
111,0.5304877,0.5304877,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.24211639
112,0.54667395,0.54667395,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.68533975
113,0.54667395,0.54667395,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.4386638
114,0.54667395,0.54667395,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.37432775
115,0.54667395,0.54667395,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.5926203
116,0.54667395,0.54667395,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.31498703
117,0.54667395,0.54667395,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.41992307
118,0.54667395,0.54667395,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.5016584
119,0.54667395,0.54667395,0.34055263,0.24211639,0.24211639,0.24211639,0.24211639,0.24211639
120,0.68533975,0.68533975,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
121,0.68533975,0.68533975,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
122,0.68533975,0.68533975,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
123,0.68533975,0.68533975,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
124,0.68533975,0.68533975,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
125,0.68533975,0.68533975,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
126,0.68533975,0.68533975,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
127,0.68533975,0.68533975,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
128,0.5926203,0.5926203,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
129,0.5926203,0.5926203,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
130,0.5926203,0.5926203,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
131,0.5926203,0.5926203,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
132,0.5926203,0.5926203,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
133,0.5926203,0.5926203,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
134,0.5926203,0.5926203,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
135,0.5926203,0.5926203,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
136,0.37432775,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
137,0.37432775,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
138,0.37432775,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
139,0.37432775,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
140,0.37432775,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
141,0.37432775,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
142,0.37432775,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
143,0.37432775,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
144,0.5304877,0.5304877,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
145,0.5304877,0.5304877,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
146,0.5304877,0.5304877,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
147,0.5304877,0.5304877,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
148,0.5304877,0.5304877,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
149,0.5304877,0.5304877,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
150,0.5304877,0.5304877,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
151,0.5304877,0.5304877,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
152,0.54667395,0.54667395,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
153,0.54667395,0.54667395,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
154,0.54667395,0.54667395,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
155,0.54667395,0.54667395,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
156,0.54667395,0.54667395,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
157,0.54667395,0.54667395,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
158,0.54667395,0.54667395,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
159,0.54667395,0.54667395,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
160,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
161,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
162,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
163,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
164,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
165,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
166,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
167,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
168,0.5926203,0.5926203,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
169,0.5926203,0.5926203,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
170,0.5926203,0.5926203,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
171,0.5926203,0.5926203,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
172,0.5926203,0.5926203,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
173,0.5926203,0.5926203,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
174,0.5926203,0.5926203,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
175,0.5926203,0.5926203,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
176,0.37432775,0.37432775,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
177,0.37432775,0.37432775,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
178,0.37432775,0.37432775,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
179,0.37432775,0.37432775,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
180,0.37432775,0.37432775,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
181,0.37432775,0.37432775,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
182,0.37432775,0.37432775,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
183,0.37432775,0.37432775,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
184,0.5304877,0.5304877,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
185,0.5304877,0.5304877,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
186,0.5304877,0.5304877,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
187,0.5304877,0.5304877,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
188,0.5304877,0.5304877,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
189,0.5304877,0.5304877,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
190,0.5304877,0.5304877,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
191,0.5304877,0.5304877,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
192,0.54667395,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
193,0.54667395,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
194,0.54667395,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
195,0.54667395,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
196,0.54667395,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
197,0.54667395,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
198,0.54667395,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
199,0.54667395,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
200,0.68533975,0.68533975,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
201,0.68533975,0.68533975,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
202,0.68533975,0.68533975,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
203,0.68533975,0.68533975,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
204,0.68533975,0.68533975,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
205,0.68533975,0.68533975,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
206,0.68533975,0.68533975,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
207,0.68533975,0.68533975,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
208,0.5926203,0.5926203,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
209,0.5926203,0.5926203,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
210,0.5926203,0.5926203,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
211,0.5926203,0.5926203,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
212,0.5926203,0.5926203,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
213,0.5926203,0.5926203,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
214,0.5926203,0.5926203,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
215,0.5926203,0.5926203,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
216,0.37432775,0.37432775,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
217,0.37432775,0.37432775,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
218,0.37432775,0.37432775,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
219,0.37432775,0.37432775,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
220,0.37432775,0.37432775,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
221,0.37432775,0.37432775,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
222,0.37432775,0.37432775,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
223,0.37432775,0.37432775,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
224,0.5304877,0.5304877,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
225,0.5304877,0.5304877,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
226,0.5304877,0.5304877,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
227,0.5304877,0.5304877,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
228,0.5304877,0.5304877,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
229,0.5304877,0.5304877,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
230,0.5304877,0.5304877,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
231,0.5304877,0.5304877,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
232,0.54667395,0.54667395,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
233,0.54667395,0.54667395,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
234,0.54667395,0.54667395,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
235,0.54667395,0.54667395,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
236,0.54667395,0.54667395,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
237,0.54667395,0.54667395,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
238,0.54667395,0.54667395,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
239,0.54667395,0.54667395,0.34055263,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
240,0.68533975,0.68533975,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
241,0.68533975,0.68533975,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
242,0.68533975,0.68533975,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
243,0.68533975,0.68533975,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
244,0.68533975,0.68533975,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
245,0.68533975,0.68533975,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
246,0.68533975,0.68533975,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
247,0.68533975,0.68533975,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
248,0.5926203,0.5926203,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
249,0.5926203,0.5926203,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
250,0.5926203,0.5926203,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
251,0.5926203,0.5926203,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
252,0.5926203,0.5926203,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
253,0.5926203,0.5926203,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
254,0.5926203,0.5926203,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
255,0.5926203,0.5926203,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
256,0.37432775,0.37432775,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
257,0.37432775,0.37432775,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
258,0.37432775,0.37432775,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
259,0.37432775,0.37432775,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
260,0.37432775,0.37432775,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
261,0.37432775,0.37432775,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
262,0.37432775,0.37432775,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
263,0.37432775,0.37432775,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
264,0.5304877,0.5304877,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
265,0.5304877,0.5304877,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
266,0.5304877,0.5304877,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
267,0.5304877,0.5304877,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
268,0.5304877,0.5304877,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
269,0.5304877,0.5304877,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
270,0.5304877,0.5304877,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
271,0.5304877,0.5304877,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
272,0.54667395,0.54667395,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
273,0.54667395,0.54667395,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
274,0.54667395,0.54667395,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
275,0.54667395,0.54667395,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
