,Tolerance Factor,HOMO_energy,LUMO_energy,stable_ion,solar_ion,photo_ion,MagpieData mean AtomicWeight,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean GSvolume_pa,F,Adsorption energy(ev)
23,0.930222999,-0.415606,-0.415606,0.2955075,0.14519602,0.2255989,32.40431611,2.857142857,107.7142857,2.795714286,1.353469388,29.72119048,0.625,-8.81777966
24,0.978278799,-0.149882,-0.149882,0.3668327,0.24562924,0.21369803,45.65274469,3.142857143,112.5714286,2.795714286,1.353469388,34.75428571,0.5,-5.704848985
25,0.978278799,-0.222725,-0.149882,0.31597647,0.21135272,0.285988,45.65274469,3.142857143,112.5714286,2.795714286,1.353469388,34.75428571,0.5,0.635692636
26,0.978278799,-0.149882,-0.149882,0.287042,0.2121902,0.24078286,45.65274469,3.142857143,112.5714286,2.795714286,1.353469388,34.75428571,0.5,-3.757852566
27,0.978278799,-0.149882,-0.149882,0.38132802,0.26328102,0.24808288,45.65274469,3.142857143,112.5714286,2.795714286,1.353469388,34.75428571,0.5,-3.568199095
28,0.978278799,-0.149882,-0.149882,0.2410393,0.2466504,0.3135546,45.65274469,3.142857143,112.5714286,2.795714286,1.353469388,34.75428571,0.5,2.687744372
29,0.978278799,-0.149882,-0.149882,0.33606577,0.17888987,0.17932105,45.65274469,3.142857143,112.5714286,2.795714286,1.353469388,34.75428571,0.5,-5.57150012
30,0.978278799,-0.175427,-0.149882,0.41539073,0.09761983,0.16434124,45.65274469,3.142857143,112.5714286,2.795714286,1.353469388,34.75428571,0.5,-2.414699298
31,0.978278799,-0.415606,-0.415606,0.2955075,0.14519602,0.2255989,45.65274469,3.142857143,112.5714286,2.795714286,1.353469388,34.75428571,0.625,-8.249667964
32,1.029767157,-0.149882,-0.149882,0.3668327,0.24562924,0.21369803,59.20635951,3.428571429,119.4285714,2.787142857,1.363265306,41.90928571,0.5,-5.009409295
33,1.029767157,-0.222725,-0.149882,0.31597647,0.21135272,0.285988,59.20635951,3.428571429,119.4285714,2.787142857,1.363265306,41.90928571,0.5,-0.791493568
34,1.029767157,-0.149882,-0.149882,0.287042,0.2121902,0.24078286,59.20635951,3.428571429,119.4285714,2.787142857,1.363265306,41.90928571,0.5,-4.085265312
35,1.029767157,-0.149882,-0.149882,0.38132802,0.26328102,0.24808288,59.20635951,3.428571429,119.4285714,2.787142857,1.363265306,41.90928571,0.5,-3.565520716
36,1.029767157,-0.149882,-0.149882,0.2410393,0.2466504,0.3135546,59.20635951,3.428571429,119.4285714,2.787142857,1.363265306,41.90928571,0.5,1.699125694
37,1.029767157,-0.149882,-0.149882,0.33606577,0.17888987,0.17932105,59.20635951,3.428571429,119.4285714,2.787142857,1.363265306,41.90928571,0.5,-5.540833414
38,1.029767157,-0.175427,-0.149882,0.41539073,0.09761983,0.16434124,59.20635951,3.428571429,119.4285714,2.787142857,1.363265306,41.90928571,0.5,-3.383696489
39,1.029767157,-0.415606,-0.415606,0.2955075,0.14519602,0.2255989,59.20635951,3.428571429,119.4285714,2.787142857,1.363265306,41.90928571,0.625,-7.281970438
40,0.603205377,-0.14445,-0.14445,0.3668327,0.24562924,0.21369803,29.79794469,2.428571429,89,2.834285714,1.309387755,15.04309524,0.5,-5.823138684
41,0.603205377,-0.222725,-0.14445,0.31597647,0.21135272,0.285988,29.79794469,2.428571429,89,2.834285714,1.309387755,15.04309524,0.5,3.960145741
42,0.603205377,-0.14445,-0.14445,0.287042,0.2121902,0.24078286,29.79794469,2.428571429,89,2.834285714,1.309387755,15.04309524,0.5,-6.456937371
43,0.603205377,-0.14445,-0.14445,0.38132802,0.26328102,0.24808288,29.79794469,2.428571429,89,2.834285714,1.309387755,15.04309524,0.5,-5.465505127
44,0.603205377,-0.14445,-0.14445,0.2410393,0.2466504,0.3135546,29.79794469,2.428571429,89,2.834285714,1.309387755,15.04309524,0.5,4.019632806
45,0.603205377,-0.14445,-0.14445,0.33606577,0.17888987,0.17932105,29.79794469,2.428571429,89,2.834285714,1.309387755,15.04309524,0.5,-3.93656148
46,0.603205377,-0.175427,-0.14445,0.41539073,0.09761983,0.16434124,29.79794469,2.428571429,89,2.834285714,1.309387755,15.04309524,0.5,-1.165239062
48,0.67824528,-0.14445,-0.14445,0.3668327,0.24562924,0.21369803,34.38330734,2.714285714,99.85714286,2.82,1.325714286,18.65738095,0.5,-4.837620745
49,0.67824528,-0.222725,-0.14445,0.31597647,0.21135272,0.285988,34.38330734,2.714285714,99.85714286,2.82,1.325714286,18.65738095,0.5,2.712325345
50,0.67824528,-0.14445,-0.14445,0.287042,0.2121902,0.24078286,34.38330734,2.714285714,99.85714286,2.82,1.325714286,18.65738095,0.5,-4.7944616
51,0.67824528,-0.14445,-0.14445,0.38132802,0.26328102,0.24808288,34.38330734,2.714285714,99.85714286,2.82,1.325714286,18.65738095,0.5,-3.706057036
52,0.67824528,-0.14445,-0.14445,0.2410393,0.2466504,0.3135546,34.38330734,2.714285714,99.85714286,2.82,1.325714286,18.65738095,0.5,3.564649558
53,0.67824528,-0.14445,-0.14445,0.33606577,0.17888987,0.17932105,34.38330734,2.714285714,99.85714286,2.82,1.325714286,18.65738095,0.5,-2.902772482
54,0.67824528,-0.175427,-0.14445,0.41539073,0.09761983,0.16434124,34.38330734,2.714285714,99.85714286,2.82,1.325714286,18.65738095,0.5,0.979513292
56,0.782146684,-0.14445,-0.14445,0.3668327,0.24562924,0.21369803,38.98574469,3,110.4285714,2.788571429,1.361632653,31.1897619,0.5,-4.835109209
57,0.782146684,-0.222725,-0.14445,0.31597647,0.21135272,0.285988,38.98574469,3,110.4285714,2.788571429,1.361632653,31.1897619,0.5,1.993860755
58,0.782146684,-0.14445,-0.14445,0.287042,0.2121902,0.24078286,38.98574469,3,110.4285714,2.788571429,1.361632653,31.1897619,0.5,-4.0592526
59,0.782146684,-0.14445,-0.14445,0.38132802,0.26328102,0.24808288,38.98574469,3,110.4285714,2.788571429,1.361632653,31.1897619,0.5,-3.130610528
60,0.782146684,-0.14445,-0.14445,0.2410393,0.2466504,0.3135546,38.98574469,3,110.4285714,2.788571429,1.361632653,31.1897619,0.5,1.743814447
61,0.782146684,-0.14445,-0.14445,0.33606577,0.17888987,0.17932105,38.98574469,3,110.4285714,2.788571429,1.361632653,31.1897619,0.5,-5.048862204
62,0.782146684,-0.175427,-0.14445,0.41539073,0.09761983,0.16434124,38.98574469,3,110.4285714,2.788571429,1.361632653,31.1897619,0.5,0.819711006
63,0.782146684,-0.369349,-0.369349,0.2955075,0.14519602,0.2255989,38.98574469,3,110.4285714,2.788571429,1.361632653,31.1897619,0.625,-7.969858795
64,0.822552786,-0.14445,-0.14445,0.3668327,0.24562924,0.21369803,52.23417326,3.285714286,115.2857143,2.788571429,1.361632653,36.22285714,0.5,-4.946536375
65,0.822552786,-0.222725,-0.14445,0.31597647,0.21135272,0.285988,52.23417326,3.285714286,115.2857143,2.788571429,1.361632653,36.22285714,0.5,1.486081694
66,0.822552786,-0.14445,-0.14445,0.287042,0.2121902,0.24078286,52.23417326,3.285714286,115.2857143,2.788571429,1.361632653,36.22285714,0.5,-3.832383375
67,0.822552786,-0.14445,-0.14445,0.38132802,0.26328102,0.24808288,52.23417326,3.285714286,115.2857143,2.788571429,1.361632653,36.22285714,0.5,-3.136727376
68,0.822552786,-0.14445,-0.14445,0.2410393,0.2466504,0.3135546,52.23417326,3.285714286,115.2857143,2.788571429,1.361632653,36.22285714,0.5,1.686716454
69,0.822552786,-0.14445,-0.14445,0.33606577,0.17888987,0.17932105,52.23417326,3.285714286,115.2857143,2.788571429,1.361632653,36.22285714,0.5,-4.83766668
70,0.822552786,-0.175427,-0.14445,0.41539073,0.09761983,0.16434124,52.23417326,3.285714286,115.2857143,2.788571429,1.361632653,36.22285714,0.5,-2.535528963
71,0.822552786,-0.369349,-0.369349,0.2955075,0.14519602,0.2255989,52.23417326,3.285714286,115.2857143,2.788571429,1.361632653,36.22285714,0.625,-7.371474181
72,0.865845038,-0.14445,-0.14445,0.3668327,0.24562924,0.21369803,65.78778809,3.571428571,122.1428571,2.78,1.371428571,43.37785714,0.5,-5.45288103
73,0.865845038,-0.222725,-0.14445,0.31597647,0.21135272,0.285988,65.78778809,3.571428571,122.1428571,2.78,1.371428571,43.37785714,0.5,1.685016226
74,0.865845038,-0.14445,-0.14445,0.287042,0.2121902,0.24078286,65.78778809,3.571428571,122.1428571,2.78,1.371428571,43.37785714,0.5,-3.932141448
75,0.865845038,-0.14445,-0.14445,0.38132802,0.26328102,0.24808288,65.78778809,3.571428571,122.1428571,2.78,1.371428571,43.37785714,0.5,-3.026246548
76,0.865845038,-0.14445,-0.14445,0.2410393,0.2466504,0.3135546,65.78778809,3.571428571,122.1428571,2.78,1.371428571,43.37785714,0.5,0.728120344
77,0.865845038,-0.14445,-0.14445,0.33606577,0.17888987,0.17932105,65.78778809,3.571428571,122.1428571,2.78,1.371428571,43.37785714,0.5,-4.830825656
78,0.865845038,-0.175427,-0.14445,0.41539073,0.09761983,0.16434124,65.78778809,3.571428571,122.1428571,2.78,1.371428571,43.37785714,0.5,-0.377144758
79,0.865845038,-0.369349,-0.369349,0.2955075,0.14519602,0.2255989,65.78778809,3.571428571,122.1428571,2.78,1.371428571,43.37785714,0.625,-6.990481547
80,0.586449672,-0.141831,-0.141831,0.3668327,0.24562924,0.21369803,42.43937326,2.571428571,90,2.887142857,1.248979592,14.30380952,0.5,-6.554787557
81,0.586449672,-0.222725,-0.141831,0.31597647,0.21135272,0.285988,42.43937326,2.571428571,90,2.887142857,1.248979592,14.30380952,0.5,1.915913626
82,0.586449672,-0.141831,-0.141831,0.287042,0.2121902,0.24078286,42.43937326,2.571428571,90,2.887142857,1.248979592,14.30380952,0.5,-6.311196207
83,0.586449672,-0.141831,-0.141831,0.38132802,0.26328102,0.24808288,42.43937326,2.571428571,90,2.887142857,1.248979592,14.30380952,0.5,-4.949128579
85,0.586449672,-0.141831,-0.141831,0.33606577,0.17888987,0.17932105,42.43937326,2.571428571,90,2.887142857,1.248979592,14.30380952,0.5,-4.518664855
86,0.586449672,-0.175427,-0.141831,0.41539073,0.09761983,0.16434124,42.43937326,2.571428571,90,2.887142857,1.248979592,14.30380952,0.5,-1.565420384
88,0.659405133,-0.141831,-0.141831,0.3668327,0.24562924,0.21369803,47.02473591,2.857142857,100.8571429,2.872857143,1.265306122,17.91809524,0.5,-5.3735389
89,0.659405133,-0.222725,-0.141831,0.31597647,0.21135272,0.285988,47.02473591,2.857142857,100.8571429,2.872857143,1.265306122,17.91809524,0.5,3.55720975
90,0.659405133,-0.141831,-0.141831,0.287042,0.2121902,0.24078286,47.02473591,2.857142857,100.8571429,2.872857143,1.265306122,17.91809524,0.5,-4.80816415
91,0.659405133,-0.141831,-0.141831,0.38132802,0.26328102,0.24808288,47.02473591,2.857142857,100.8571429,2.872857143,1.265306122,17.91809524,0.5,-3.86949971
93,0.659405133,-0.141831,-0.141831,0.33606577,0.17888987,0.17932105,47.02473591,2.857142857,100.8571429,2.872857143,1.265306122,17.91809524,0.5,-4.94571979
94,0.659405133,-0.175427,-0.141831,0.41539073,0.09761983,0.16434124,47.02473591,2.857142857,100.8571429,2.872857143,1.265306122,17.91809524,0.5,1.23410665
95,0.659405133,-0.357187,-0.357187,0.2955075,0.14519602,0.2255989,47.02473591,2.857142857,100.8571429,2.872857143,1.265306122,17.91809524,0.625,-9.54072205
96,0.760420388,-0.141831,-0.141831,0.3668327,0.24562924,0.21369803,51.62717326,3.142857143,111.4285714,2.841428571,1.30122449,30.45047619,0.5,-4.206627874
97,0.760420388,-0.222725,-0.141831,0.31597647,0.21135272,0.285988,51.62717326,3.142857143,111.4285714,2.841428571,1.30122449,30.45047619,0.5,3.358963631
98,0.760420388,-0.141831,-0.141831,0.287042,0.2121902,0.24078286,51.62717326,3.142857143,111.4285714,2.841428571,1.30122449,30.45047619,0.5,-3.582942889
99,0.760420388,-0.141831,-0.141831,0.38132802,0.26328102,0.24808288,51.62717326,3.142857143,111.4285714,2.841428571,1.30122449,30.45047619,0.5,-1.539424059
100,0.760420388,-0.141831,-0.141831,0.2410393,0.2466504,0.3135546,51.62717326,3.142857143,111.4285714,2.841428571,1.30122449,30.45047619,0.5,4.511224494
101,0.760420388,-0.141831,-0.141831,0.33606577,0.17888987,0.17932105,51.62717326,3.142857143,111.4285714,2.841428571,1.30122449,30.45047619,0.5,-5.108576069
102,0.760420388,-0.175427,-0.141831,0.41539073,0.09761983,0.16434124,51.62717326,3.142857143,111.4285714,2.841428571,1.30122449,30.45047619,0.5,1.051586031
103,0.760420388,-0.357187,-0.357187,0.2955075,0.14519602,0.2255989,51.62717326,3.142857143,111.4285714,2.841428571,1.30122449,30.45047619,0.625,-7.901793629
104,0.799704098,-0.141831,-0.141831,0.3668327,0.24562924,0.21369803,64.87560183,3.428571429,116.2857143,2.841428571,1.30122449,35.48357143,0.5,-4.177363034
105,0.799704098,-0.222725,-0.141831,0.31597647,0.21135272,0.285988,64.87560183,3.428571429,116.2857143,2.841428571,1.30122449,35.48357143,0.5,2.711606316
106,0.799704098,-0.141831,-0.141831,0.287042,0.2121902,0.24078286,64.87560183,3.428571429,116.2857143,2.841428571,1.30122449,35.48357143,0.5,-3.432426714
107,0.799704098,-0.141831,-0.141831,0.38132802,0.26328102,0.24808288,64.87560183,3.428571429,116.2857143,2.841428571,1.30122449,35.48357143,0.5,-2.158653524
108,0.799704098,-0.141831,-0.141831,0.2410393,0.2466504,0.3135546,64.87560183,3.428571429,116.2857143,2.841428571,1.30122449,35.48357143,0.5,3.871614902
109,0.799704098,-0.141831,-0.141831,0.33606577,0.17888987,0.17932105,64.87560183,3.428571429,116.2857143,2.841428571,1.30122449,35.48357143,0.5,-5.440170134
110,0.799704098,-0.175427,-0.141831,0.41539073,0.09761983,0.16434124,64.87560183,3.428571429,116.2857143,2.841428571,1.30122449,35.48357143,0.5,0.157720926
111,0.799704098,-0.357187,-0.357187,0.2955075,0.14519602,0.2255989,64.87560183,3.428571429,116.2857143,2.841428571,1.30122449,35.48357143,0.625,-7.102517924
112,0.841793787,-0.141831,-0.141831,0.3668327,0.24562924,0.21369803,78.42921666,3.714285714,123.1428571,2.832857143,1.311020408,42.63857143,0.5,-4.156004827
113,0.841793787,-0.222725,-0.141831,0.31597647,0.21135272,0.285988,78.42921666,3.714285714,123.1428571,2.832857143,1.311020408,42.63857143,0.5,2.023505357
114,0.841793787,-0.141831,-0.141831,0.287042,0.2121902,0.24078286,78.42921666,3.714285714,123.1428571,2.832857143,1.311020408,42.63857143,0.5,-3.406367253
115,0.841793787,-0.141831,-0.141831,0.38132802,0.26328102,0.24808288,78.42921666,3.714285714,123.1428571,2.832857143,1.311020408,42.63857143,0.5,-2.342525463
116,0.841793787,-0.141831,-0.141831,0.2410393,0.2466504,0.3135546,78.42921666,3.714285714,123.1428571,2.832857143,1.311020408,42.63857143,0.5,1.990576679
117,0.841793787,-0.141831,-0.141831,0.33606577,0.17888987,0.17932105,78.42921666,3.714285714,123.1428571,2.832857143,1.311020408,42.63857143,0.5,-4.928682183
118,0.841793787,-0.175427,-0.141831,0.41539073,0.09761983,0.16434124,78.42921666,3.714285714,123.1428571,2.832857143,1.311020408,42.63857143,0.5,0.133223657
119,0.841793787,-0.357187,-0.357187,0.2955075,0.14519602,0.2255989,78.42921666,3.714285714,123.1428571,2.832857143,1.311020408,42.63857143,0.625,-6.119350423
120,0.715458436,-0.149882,-0.149882,0.3668327,0.24562924,0.21369803,32.61914286,2.857142857,112,2.372857143,0.899591837,22.02595238,0,-1.832823251
121,0.715458436,-0.222725,-0.149882,0.31597647,0.21135272,0.285988,32.61914286,2.857142857,112,2.372857143,0.899591837,22.02595238,0,3.777824511
122,0.715458436,-0.149882,-0.149882,0.287042,0.2121902,0.24078286,32.61914286,2.857142857,112,2.372857143,0.899591837,22.02595238,0,-4.126512849
123,0.715458436,-0.149882,-0.149882,0.38132802,0.26328102,0.24808288,32.61914286,2.857142857,112,2.372857143,0.899591837,22.02595238,0,-2.909551746
124,0.715458436,-0.149882,-0.149882,0.2410393,0.2466504,0.3135546,32.61914286,2.857142857,112,2.372857143,0.899591837,22.02595238,0,3.340346276
125,0.715458436,-0.149882,-0.149882,0.33606577,0.17888987,0.17932105,32.61914286,2.857142857,112,2.372857143,0.899591837,22.02595238,0,-2.173177879
126,0.715458436,-0.175427,-0.149882,0.41539073,0.09761983,0.16434124,32.61914286,2.857142857,112,2.372857143,0.899591837,22.02595238,0,0.736065132
127,0.715458436,-0.32038,-0.32038,0.2955075,0.14519602,0.2255989,32.61914286,2.857142857,112,2.372857143,0.899591837,22.02595238,0.125,-9.31851394
128,0.787839445,-0.149882,-0.149882,0.3668327,0.24562924,0.21369803,37.20450551,3.142857143,122.8571429,2.358571429,0.915918367,25.6402381,0,-3.42729406
129,0.787839445,-0.222725,-0.149882,0.31597647,0.21135272,0.285988,37.20450551,3.142857143,122.8571429,2.358571429,0.915918367,25.6402381,0,3.320645807
130,0.787839445,-0.149882,-0.149882,0.287042,0.2121902,0.24078286,37.20450551,3.142857143,122.8571429,2.358571429,0.915918367,25.6402381,0,-3.148156847
131,0.787839445,-0.149882,-0.149882,0.38132802,0.26328102,0.24808288,37.20450551,3.142857143,122.8571429,2.358571429,0.915918367,25.6402381,0,-1.638127123
132,0.787839445,-0.149882,-0.149882,0.2410393,0.2466504,0.3135546,37.20450551,3.142857143,122.8571429,2.358571429,0.915918367,25.6402381,0,2.743092896
133,0.787839445,-0.149882,-0.149882,0.33606577,0.17888987,0.17932105,37.20450551,3.142857143,122.8571429,2.358571429,0.915918367,25.6402381,0,-2.166247802
134,0.787839445,-0.175427,-0.149882,0.41539073,0.09761983,0.16434124,37.20450551,3.142857143,122.8571429,2.358571429,0.915918367,25.6402381,0,1.335308003
135,0.787839445,-0.32038,-0.32038,0.2955075,0.14519602,0.2255989,37.20450551,3.142857143,122.8571429,2.358571429,0.915918367,25.6402381,0.125,-6.828724471
136,0.888059304,-0.149882,-0.149882,0.3668327,0.24562924,0.21369803,41.80694286,3.428571429,133.4285714,2.327142857,0.951836735,38.17261905,0,-3.065609443
137,0.888059304,-0.222725,-0.149882,0.31597647,0.21135272,0.285988,41.80694286,3.428571429,133.4285714,2.327142857,0.951836735,38.17261905,0,2.939546259
138,0.888059304,-0.149882,-0.149882,0.287042,0.2121902,0.24078286,41.80694286,3.428571429,133.4285714,2.327142857,0.951836735,38.17261905,0,-2.328286464
139,0.888059304,-0.149882,-0.149882,0.38132802,0.26328102,0.24808288,41.80694286,3.428571429,133.4285714,2.327142857,0.951836735,38.17261905,0,-1.588413507
140,0.888059304,-0.149882,-0.149882,0.2410393,0.2466504,0.3135546,41.80694286,3.428571429,133.4285714,2.327142857,0.951836735,38.17261905,0,1.604891496
141,0.888059304,-0.149882,-0.149882,0.33606577,0.17888987,0.17932105,41.80694286,3.428571429,133.4285714,2.327142857,0.951836735,38.17261905,0,-3.078479652
142,0.888059304,-0.175427,-0.149882,0.41539073,0.09761983,0.16434124,41.80694286,3.428571429,133.4285714,2.327142857,0.951836735,38.17261905,0,1.047394725
143,0.888059304,-0.32038,-0.32038,0.2955075,0.14519602,0.2255989,41.80694286,3.428571429,133.4285714,2.327142857,0.951836735,38.17261905,0.125,-5.213970046
144,0.927033693,-0.149882,-0.149882,0.3668327,0.24562924,0.21369803,55.05537143,3.714285714,138.2857143,2.327142857,0.951836735,43.20571429,0,-3.194760603
145,0.927033693,-0.222725,-0.149882,0.31597647,0.21135272,0.285988,55.05537143,3.714285714,138.2857143,2.327142857,0.951836735,43.20571429,0,2.467942862
146,0.927033693,-0.149882,-0.149882,0.287042,0.2121902,0.24078286,55.05537143,3.714285714,138.2857143,2.327142857,0.951836735,43.20571429,0,-2.477235817
147,0.927033693,-0.149882,-0.149882,0.38132802,0.26328102,0.24808288,55.05537143,3.714285714,138.2857143,2.327142857,0.951836735,43.20571429,0,-1.430853602
148,0.927033693,-0.149882,-0.149882,0.2410393,0.2466504,0.3135546,55.05537143,3.714285714,138.2857143,2.327142857,0.951836735,43.20571429,0,0.916937753
149,0.927033693,-0.149882,-0.149882,0.33606577,0.17888987,0.17932105,55.05537143,3.714285714,138.2857143,2.327142857,0.951836735,43.20571429,0,-3.469620368
150,0.927033693,-0.175427,-0.149882,0.41539073,0.09761983,0.16434124,55.05537143,3.714285714,138.2857143,2.327142857,0.951836735,43.20571429,0,0.647958628
151,0.927033693,-0.32038,-0.32038,0.2955075,0.14519602,0.2255989,55.05537143,3.714285714,138.2857143,2.327142857,0.951836735,43.20571429,0.125,-4.935473795
152,0.968791968,-0.149882,-0.149882,0.3668327,0.24562924,0.21369803,68.60898626,4,145.1428571,2.318571429,0.961632653,50.36071429,0,-3.46912126
153,0.968791968,-0.222725,-0.149882,0.31597647,0.21135272,0.285988,68.60898626,4,145.1428571,2.318571429,0.961632653,50.36071429,0,1.810990162
154,0.968791968,-0.149882,-0.149882,0.287042,0.2121902,0.24078286,68.60898626,4,145.1428571,2.318571429,0.961632653,50.36071429,0,-2.696562842
155,0.968791968,-0.149882,-0.149882,0.38132802,0.26328102,0.24808288,68.60898626,4,145.1428571,2.318571429,0.961632653,50.36071429,0,-1.730756807
156,0.968791968,-0.149882,-0.149882,0.2410393,0.2466504,0.3135546,68.60898626,4,145.1428571,2.318571429,0.961632653,50.36071429,0,-0.18753179
157,0.968791968,-0.149882,-0.149882,0.33606577,0.17888987,0.17932105,68.60898626,4,145.1428571,2.318571429,0.961632653,50.36071429,0,-4.141104151
158,0.968791968,-0.175427,-0.149882,0.41539073,0.09761983,0.16434124,68.60898626,4,145.1428571,2.318571429,0.961632653,50.36071429,0,-0.024211503
159,0.968791968,-0.32038,-0.32038,0.2955075,0.14519602,0.2255989,68.60898626,4,145.1428571,2.318571429,0.961632653,50.36071429,0.125,-4.50841377
160,0.620226767,-0.14445,-0.14445,0.3668327,0.24562924,0.21369803,39.20057143,3,114.7142857,2.365714286,0.907755102,23.49452381,0,-3.570627906
161,0.620226767,-0.222725,-0.14445,0.31597647,0.21135272,0.285988,39.20057143,3,114.7142857,2.365714286,0.907755102,23.49452381,0,4.102531588
162,0.620226767,-0.14445,-0.14445,0.287042,0.2121902,0.24078286,39.20057143,3,114.7142857,2.365714286,0.907755102,23.49452381,0,-4.083767235
163,0.620226767,-0.14445,-0.14445,0.38132802,0.26328102,0.24808288,39.20057143,3,114.7142857,2.365714286,0.907755102,23.49452381,0,-2.903680973
164,0.620226767,-0.14445,-0.14445,0.2410393,0.2466504,0.3135546,39.20057143,3,114.7142857,2.365714286,0.907755102,23.49452381,0,3.74102164
165,0.620226767,-0.14445,-0.14445,0.33606577,0.17888987,0.17932105,39.20057143,3,114.7142857,2.365714286,0.907755102,23.49452381,0,-3.452336443
166,0.620226767,-0.175427,-0.14445,0.41539073,0.09761983,0.16434124,39.20057143,3,114.7142857,2.365714286,0.907755102,23.49452381,0,0.8978442
167,0.620226767,-0.32038,-0.32038,0.2955075,0.14519602,0.2255989,39.20057143,3,114.7142857,2.365714286,0.907755102,23.49452381,0.125,-6.737654772
168,0.682973444,-0.14445,-0.14445,0.3668327,0.24562924,0.21369803,43.78593408,3.285714286,125.5714286,2.351428571,0.924081633,27.10880952,0,-3.558440376
169,0.682973444,-0.222725,-0.14445,0.31597647,0.21135272,0.285988,43.78593408,3.285714286,125.5714286,2.351428571,0.924081633,27.10880952,0,3.073435172
170,0.682973444,-0.14445,-0.14445,0.287042,0.2121902,0.24078286,43.78593408,3.285714286,125.5714286,2.351428571,0.924081633,27.10880952,0,-2.712853055
171,0.682973444,-0.14445,-0.14445,0.38132802,0.26328102,0.24808288,43.78593408,3.285714286,125.5714286,2.351428571,0.924081633,27.10880952,0,-1.082114588
172,0.682973444,-0.14445,-0.14445,0.2410393,0.2466504,0.3135546,43.78593408,3.285714286,125.5714286,2.351428571,0.924081633,27.10880952,0,2.897858813
