,adsorption_Element_1,adsorption_Element_2,adsorption_Element_3,adsorption_Element_4,adsorption_Element_5,adsorption_Element_6,adsorption_Element_7,adsorption_ion
87,0.36133814,0.36133814,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.24484506
88,0.4164021,0.4164021,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.36133814
89,0.4164021,0.4164021,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.26591527
90,0.4164021,0.4164021,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.36498734
91,0.4164021,0.4164021,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.4164021
92,0.4164021,0.4164021,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.20813037
93,0.4164021,0.4164021,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.3851021
94,0.4164021,0.4164021,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.29842925
95,0.4164021,0.4164021,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.24484506
96,0.36498734,0.36498734,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.36133814
97,0.36498734,0.36498734,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.26591527
98,0.36498734,0.36498734,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.36498734
99,0.36498734,0.36498734,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.4164021
100,0.36498734,0.36498734,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.20813037
101,0.36498734,0.36498734,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.3851021
102,0.36498734,0.36498734,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.29842925
103,0.36498734,0.36498734,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.24484506
104,0.3955777,0.3955777,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.36133814
105,0.3955777,0.3955777,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.26591527
106,0.3955777,0.3955777,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.36498734
107,0.3955777,0.3955777,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.4164021
108,0.3955777,0.3955777,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.20813037
109,0.3955777,0.3955777,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.3851021
110,0.3955777,0.3955777,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.29842925
111,0.3955777,0.3955777,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.24484506
112,0.4197603,0.4197603,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.36133814
113,0.4197603,0.4197603,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.26591527
114,0.4197603,0.4197603,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.36498734
115,0.4197603,0.4197603,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.4164021
116,0.4197603,0.4197603,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.20813037
117,0.4197603,0.4197603,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.3851021
118,0.4197603,0.4197603,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.29842925
119,0.4197603,0.4197603,0.20839706,0.24484506,0.24484506,0.24484506,0.24484506,0.24484506
120,0.36133814,0.36133814,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
121,0.36133814,0.36133814,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
122,0.36133814,0.36133814,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
123,0.36133814,0.36133814,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
124,0.36133814,0.36133814,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
125,0.36133814,0.36133814,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
126,0.36133814,0.36133814,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
127,0.36133814,0.36133814,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
128,0.4164021,0.4164021,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
129,0.4164021,0.4164021,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
130,0.4164021,0.4164021,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
131,0.4164021,0.4164021,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
132,0.4164021,0.4164021,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
133,0.4164021,0.4164021,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
134,0.4164021,0.4164021,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
135,0.4164021,0.4164021,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
136,0.36498734,0.36498734,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
137,0.36498734,0.36498734,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
138,0.36498734,0.36498734,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
139,0.36498734,0.36498734,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
140,0.36498734,0.36498734,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
141,0.36498734,0.36498734,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
142,0.36498734,0.36498734,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
143,0.36498734,0.36498734,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
144,0.3955777,0.3955777,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
145,0.3955777,0.3955777,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
146,0.3955777,0.3955777,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
147,0.3955777,0.3955777,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
148,0.3955777,0.3955777,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
149,0.3955777,0.3955777,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
150,0.3955777,0.3955777,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
151,0.3955777,0.3955777,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
152,0.4197603,0.4197603,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
153,0.4197603,0.4197603,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
154,0.4197603,0.4197603,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
155,0.4197603,0.4197603,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
156,0.4197603,0.4197603,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
157,0.4197603,0.4197603,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
158,0.4197603,0.4197603,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
159,0.4197603,0.4197603,0.29320365,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
160,0.36133814,0.36133814,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
161,0.36133814,0.36133814,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
162,0.36133814,0.36133814,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
163,0.36133814,0.36133814,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
164,0.36133814,0.36133814,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
165,0.36133814,0.36133814,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
166,0.36133814,0.36133814,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
167,0.36133814,0.36133814,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
168,0.4164021,0.4164021,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
169,0.4164021,0.4164021,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
170,0.4164021,0.4164021,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
171,0.4164021,0.4164021,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
172,0.4164021,0.4164021,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
173,0.4164021,0.4164021,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
174,0.4164021,0.4164021,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
175,0.4164021,0.4164021,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
176,0.36498734,0.36498734,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
177,0.36498734,0.36498734,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
178,0.36498734,0.36498734,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
179,0.36498734,0.36498734,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
180,0.36498734,0.36498734,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
181,0.36498734,0.36498734,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
182,0.36498734,0.36498734,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
183,0.36498734,0.36498734,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
184,0.3955777,0.3955777,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
185,0.3955777,0.3955777,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
186,0.3955777,0.3955777,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
187,0.3955777,0.3955777,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
188,0.3955777,0.3955777,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
189,0.3955777,0.3955777,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
190,0.3955777,0.3955777,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
191,0.3955777,0.3955777,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
192,0.4197603,0.4197603,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
193,0.4197603,0.4197603,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
194,0.4197603,0.4197603,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
195,0.4197603,0.4197603,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
196,0.4197603,0.4197603,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
197,0.4197603,0.4197603,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
198,0.4197603,0.4197603,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
199,0.4197603,0.4197603,0.33599147,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
200,0.36133814,0.36133814,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
201,0.36133814,0.36133814,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
202,0.36133814,0.36133814,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
203,0.36133814,0.36133814,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
204,0.36133814,0.36133814,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
205,0.36133814,0.36133814,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
206,0.36133814,0.36133814,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
207,0.36133814,0.36133814,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
208,0.4164021,0.4164021,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
209,0.4164021,0.4164021,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
210,0.4164021,0.4164021,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
211,0.4164021,0.4164021,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
212,0.4164021,0.4164021,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
213,0.4164021,0.4164021,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
214,0.4164021,0.4164021,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
215,0.4164021,0.4164021,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
216,0.36498734,0.36498734,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
217,0.36498734,0.36498734,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
218,0.36498734,0.36498734,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
219,0.36498734,0.36498734,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
220,0.36498734,0.36498734,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
221,0.36498734,0.36498734,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
222,0.36498734,0.36498734,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
223,0.36498734,0.36498734,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
224,0.3955777,0.3955777,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
225,0.3955777,0.3955777,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
226,0.3955777,0.3955777,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
227,0.3955777,0.3955777,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
228,0.3955777,0.3955777,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
229,0.3955777,0.3955777,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
230,0.3955777,0.3955777,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
231,0.3955777,0.3955777,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
232,0.4197603,0.4197603,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.36133814
233,0.4197603,0.4197603,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.26591527
234,0.4197603,0.4197603,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.36498734
235,0.4197603,0.4197603,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.4164021
236,0.4197603,0.4197603,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.20813037
237,0.4197603,0.4197603,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.3851021
238,0.4197603,0.4197603,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.29842925
239,0.4197603,0.4197603,0.20839706,0.34512785,0.34512785,0.34512785,0.34512785,0.24484506
240,0.36133814,0.36133814,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.36133814
241,0.36133814,0.36133814,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.26591527
242,0.36133814,0.36133814,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.36498734
243,0.36133814,0.36133814,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.4164021
244,0.36133814,0.36133814,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.20813037
245,0.36133814,0.36133814,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.3851021
246,0.36133814,0.36133814,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.29842925
247,0.36133814,0.36133814,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.24484506
248,0.4164021,0.4164021,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.36133814
249,0.4164021,0.4164021,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.26591527
250,0.4164021,0.4164021,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.36498734
251,0.4164021,0.4164021,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.4164021
252,0.4164021,0.4164021,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.20813037
253,0.4164021,0.4164021,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.3851021
254,0.4164021,0.4164021,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.29842925
255,0.4164021,0.4164021,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.24484506
256,0.36498734,0.36498734,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.36133814
257,0.36498734,0.36498734,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.26591527
258,0.36498734,0.36498734,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.36498734
259,0.36498734,0.36498734,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.4164021
260,0.36498734,0.36498734,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.20813037
261,0.36498734,0.36498734,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.3851021
262,0.36498734,0.36498734,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.29842925
263,0.36498734,0.36498734,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.24484506
264,0.3955777,0.3955777,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.36133814
265,0.3955777,0.3955777,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.26591527
266,0.3955777,0.3955777,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.36498734
267,0.3955777,0.3955777,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.4164021
268,0.3955777,0.3955777,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.20813037
269,0.3955777,0.3955777,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.3851021
270,0.3955777,0.3955777,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.29842925
271,0.3955777,0.3955777,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.24484506
272,0.4197603,0.4197603,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.36133814
273,0.4197603,0.4197603,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.26591527
274,0.4197603,0.4197603,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.36498734
275,0.4197603,0.4197603,0.29320365,0.36232153,0.36232153,0.36232153,0.36232153,0.4164021
