A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,Adsorption energy(ev)
11,11,32,18,18,18,18,19,12,12,41,18,18,18,18,20,3,3,4,3,3,3,3,4,1.228,1.228,0.32,0.479,0.479,0.479,0.479,0.757,0.971,0.971,5.32,0.00321,0.00321,0.00321,0.00321,0.862,2.2,2.2,1.5,0.97,0.97,0.97,0.97,2.8,5.1391,5.1391,7.8994,12.9676,12.9676,12.9676,12.9676,4.3407,22.99,22.99,72.64,35.453,35.453,35.453,35.453,39.098,371.15,371.15,1211.45,172.31,172.31,172.31,172.31,336.5,-6844.478788,-7637.980045,-790.3531,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.148156847
11,11,32,18,18,18,18,11,12,12,41,18,18,18,18,12,3,3,4,3,3,3,3,3,1.228,1.228,0.32,0.479,0.479,0.479,0.479,1.228,0.971,0.971,5.32,0.00321,0.00321,0.00321,0.00321,0.971,2.2,2.2,1.5,0.97,0.97,0.97,0.97,2.2,5.1391,5.1391,7.8994,12.9676,12.9676,12.9676,12.9676,5.1391,22.99,22.99,72.64,35.453,35.453,35.453,35.453,22.99,371.15,371.15,1211.45,172.31,172.31,172.31,172.31,371.15,-6844.478788,-8150.297915,-1304.181,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.638127123
11,11,32,18,18,18,18,13,12,12,41,18,18,18,18,14,3,3,4,3,3,3,3,3,1.228,1.228,0.32,0.479,0.479,0.479,0.479,0.897,0.971,0.971,5.32,0.00321,0.00321,0.00321,0.00321,2.7,2.2,2.2,1.5,0.97,0.97,0.97,0.97,1.8,5.1391,5.1391,7.8994,12.9676,12.9676,12.9676,12.9676,5.9858,22.99,22.99,72.64,35.453,35.453,35.453,35.453,26.982,371.15,371.15,1211.45,172.31,172.31,172.31,172.31,933.4,-6844.478788,-6948.865895,-107.1302,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.743092896
11,11,32,18,18,18,18,20,12,12,41,18,18,18,18,20,3,3,4,3,3,3,3,4,1.228,1.228,0.32,0.479,0.479,0.479,0.479,0.647,0.971,0.971,5.32,0.00321,0.00321,0.00321,0.00321,1.54,2.2,2.2,1.5,0.97,0.97,0.97,0.97,2.2,5.1391,5.1391,7.8994,12.9676,12.9676,12.9676,12.9676,6.1132,22.99,22.99,72.64,35.453,35.453,35.453,35.453,40.078,371.15,371.15,1211.45,172.31,172.31,172.31,172.31,1112.15,-6844.478788,-7848.984836,-1002.3398,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.166247802
11,11,32,18,18,18,18,12,12,12,41,18,18,18,18,12,3,3,4,3,3,3,3,3,1.228,1.228,0.32,0.479,0.479,0.479,0.479,1.023,0.971,0.971,5.32,0.00321,0.00321,0.00321,0.00321,1.74,2.2,2.2,1.5,0.97,0.97,0.97,0.97,1.7,5.1391,5.1391,7.8994,12.9676,12.9676,12.9676,12.9676,7.6462,22.99,22.99,72.64,35.453,35.453,35.453,35.453,24.305,371.15,371.15,1211.45,172.31,172.31,172.31,172.31,923.15,-6844.478788,-8531.43498,-1688.2915,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.335308003
11,11,32,18,18,18,18,9,12,12,41,18,18,18,18,10,3,3,4,3,3,3,3,2,1.228,1.228,0.32,0.479,0.479,0.479,0.479,0.824,0.971,0.971,5.32,0.00321,0.00321,0.00321,0.00321,0.0017,2.2,2.2,1.5,0.97,0.97,0.97,0.97,0.57,5.1391,5.1391,7.8994,12.9676,12.9676,12.9676,12.9676,17.4228,22.99,22.99,72.64,35.453,35.453,35.453,35.453,18.998,371.15,371.15,1211.45,172.31,172.31,172.31,172.31,53.63,-6844.478788,-7508.066813,-656.7593,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.828724471
19,19,32,18,18,18,18,3,20,20,41,18,18,18,18,4,4,4,4,3,3,3,3,2,0.757,0.757,0.32,0.479,0.479,0.479,0.479,3.582,0.862,0.862,5.32,0.00321,0.00321,0.00321,0.00321,0.534,2.8,2.8,1.5,0.97,0.97,0.97,0.97,2.1,4.3407,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,5.3917,39.098,39.098,72.64,35.453,35.453,35.453,35.453,6.941,336.5,336.5,1211.45,172.31,172.31,172.31,172.31,453.85,-5819.009288,-6022.122797,-200.0479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.065609443
19,19,32,18,18,18,18,30,20,20,41,18,18,18,18,35,4,4,4,3,3,3,3,4,0.757,0.757,0.32,0.479,0.479,0.479,0.479,0.388,0.862,0.862,5.32,0.00321,0.00321,0.00321,0.00321,7.13,2.8,2.8,1.5,0.97,0.97,0.97,0.97,1.5,4.3407,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,9.3942,39.098,39.098,72.64,35.453,35.453,35.453,35.453,65.38,336.5,336.5,1211.45,172.31,172.31,172.31,172.31,692.88,-5819.009288,-7851.654042,-2035.5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.939546259
19,19,32,18,18,18,18,19,20,20,41,18,18,18,18,20,4,4,4,3,3,3,3,4,0.757,0.757,0.32,0.479,0.479,0.479,0.479,0.757,0.862,0.862,5.32,0.00321,0.00321,0.00321,0.00321,0.862,2.8,2.8,1.5,0.97,0.97,0.97,0.97,2.8,4.3407,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,4.3407,39.098,39.098,72.64,35.453,35.453,35.453,35.453,39.098,336.5,336.5,1211.45,172.31,172.31,172.31,172.31,336.5,-5819.009288,-6611.690674,-790.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.328286464
19,19,32,18,18,18,18,11,20,20,41,18,18,18,18,12,4,4,4,3,3,3,3,3,0.757,0.757,0.32,0.479,0.479,0.479,0.479,1.228,0.862,0.862,5.32,0.00321,0.00321,0.00321,0.00321,0.971,2.8,2.8,1.5,0.97,0.97,0.97,0.97,2.2,4.3407,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,5.1391,39.098,39.098,72.64,35.453,35.453,35.453,35.453,22.99,336.5,336.5,1211.45,172.31,172.31,172.31,172.31,371.15,-5819.009288,-7124.778701,-1304.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.588413507
19,19,32,18,18,18,18,13,20,20,41,18,18,18,18,14,4,4,4,3,3,3,3,3,0.757,0.757,0.32,0.479,0.479,0.479,0.479,0.897,0.862,0.862,5.32,0.00321,0.00321,0.00321,0.00321,2.7,2.8,2.8,1.5,0.97,0.97,0.97,0.97,1.8,4.3407,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,5.9858,39.098,39.098,72.64,35.453,35.453,35.453,35.453,26.982,336.5,336.5,1211.45,172.31,172.31,172.31,172.31,933.4,-5819.009288,-5924.534596,-107.1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604891496
19,19,32,18,18,18,18,20,20,20,41,18,18,18,18,20,4,4,4,3,3,3,3,4,0.757,0.757,0.32,0.479,0.479,0.479,0.479,0.647,0.862,0.862,5.32,0.00321,0.00321,0.00321,0.00321,1.54,2.8,2.8,1.5,0.97,0.97,0.97,0.97,2.2,4.3407,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,6.1132,39.098,39.098,72.64,35.453,35.453,35.453,35.453,40.078,336.5,336.5,1211.45,172.31,172.31,172.31,172.31,1112.15,-5819.009288,-6824.427568,-1002.3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.078479652
19,19,32,18,18,18,18,12,20,20,41,18,18,18,18,12,4,4,4,3,3,3,3,3,0.757,0.757,0.32,0.479,0.479,0.479,0.479,1.023,0.862,0.862,5.32,0.00321,0.00321,0.00321,0.00321,1.74,2.8,2.8,1.5,0.97,0.97,0.97,0.97,1.7,4.3407,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,7.6462,39.098,39.098,72.64,35.453,35.453,35.453,35.453,24.305,336.5,336.5,1211.45,172.31,172.31,172.31,172.31,923.15,-5819.009288,-7506.253393,-1688.2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047394725
19,19,32,18,18,18,18,9,20,20,41,18,18,18,18,10,4,4,4,3,3,3,3,2,0.757,0.757,0.32,0.479,0.479,0.479,0.479,0.824,0.862,0.862,5.32,0.00321,0.00321,0.00321,0.00321,0.0017,2.8,2.8,1.5,0.97,0.97,0.97,0.97,0.57,4.3407,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,17.4228,39.098,39.098,72.64,35.453,35.453,35.453,35.453,18.998,336.5,336.5,1211.45,172.31,172.31,172.31,172.31,53.63,-5819.009288,-6480.982558,-656.7593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.213970046
37,37,32,18,18,18,18,3,48,48,41,18,18,18,18,4,5,5,4,3,3,3,3,2,0.363,0.363,0.32,0.479,0.479,0.479,0.479,3.582,1.53,1.53,5.32,0.00321,0.00321,0.00321,0.00321,0.534,3,3,1.5,0.97,0.97,0.97,0.97,2.1,4.1771,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,5.3917,85.468,85.468,72.64,35.453,35.453,35.453,35.453,6.941,312.79,312.79,1211.45,172.31,172.31,172.31,172.31,453.85,-5617.54622,-5820.788881,-200.0479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.194760603
37,37,32,18,18,18,18,30,48,48,41,18,18,18,18,35,5,5,4,3,3,3,3,4,0.363,0.363,0.32,0.479,0.479,0.479,0.479,0.388,1.53,1.53,5.32,0.00321,0.00321,0.00321,0.00321,7.13,3,3,1.5,0.97,0.97,0.97,0.97,1.5,4.1771,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,9.3942,85.468,85.468,72.64,35.453,35.453,35.453,35.453,65.38,312.79,312.79,1211.45,172.31,172.31,172.31,172.31,692.88,-5617.54622,-7650.662578,-2035.5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.467942862
37,37,32,18,18,18,18,19,48,48,41,18,18,18,18,20,5,5,4,3,3,3,3,4,0.363,0.363,0.32,0.479,0.479,0.479,0.479,0.757,1.53,1.53,5.32,0.00321,0.00321,0.00321,0.00321,0.862,3,3,1.5,0.97,0.97,0.97,0.97,2.8,4.1771,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,4.3407,85.468,85.468,72.64,35.453,35.453,35.453,35.453,39.098,312.79,312.79,1211.45,172.31,172.31,172.31,172.31,336.5,-5617.54622,-6410.376556,-790.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.477235817
37,37,32,18,18,18,18,11,48,48,41,18,18,18,18,12,5,5,4,3,3,3,3,3,0.363,0.363,0.32,0.479,0.479,0.479,0.479,1.228,1.53,1.53,5.32,0.00321,0.00321,0.00321,0.00321,0.971,3,3,1.5,0.97,0.97,0.97,0.97,2.2,4.1771,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,5.1391,85.468,85.468,72.64,35.453,35.453,35.453,35.453,22.99,312.79,312.79,1211.45,172.31,172.31,172.31,172.31,371.15,-5617.54622,-6923.158074,-1304.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.430853602
37,37,32,18,18,18,18,13,48,48,41,18,18,18,18,14,5,5,4,3,3,3,3,3,0.363,0.363,0.32,0.479,0.479,0.479,0.479,0.897,1.53,1.53,5.32,0.00321,0.00321,0.00321,0.00321,2.7,3,3,1.5,0.97,0.97,0.97,0.97,1.8,4.1771,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,5.9858,85.468,85.468,72.64,35.453,35.453,35.453,35.453,26.982,312.79,312.79,1211.45,172.31,172.31,172.31,172.31,933.4,-5617.54622,-5723.759483,-107.1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916937753
37,37,32,18,18,18,18,20,48,48,41,18,18,18,18,20,5,5,4,3,3,3,3,4,0.363,0.363,0.32,0.479,0.479,0.479,0.479,0.647,1.53,1.53,5.32,0.00321,0.00321,0.00321,0.00321,1.54,3,3,1.5,0.97,0.97,0.97,0.97,2.2,4.1771,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,6.1132,85.468,85.468,72.64,35.453,35.453,35.453,35.453,40.078,312.79,312.79,1211.45,172.31,172.31,172.31,172.31,1112.15,-5617.54622,-6623.355641,-1002.3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.469620368
37,37,32,18,18,18,18,12,48,48,41,18,18,18,18,12,5,5,4,3,3,3,3,3,0.363,0.363,0.32,0.479,0.479,0.479,0.479,1.023,1.53,1.53,5.32,0.00321,0.00321,0.00321,0.00321,1.74,3,3,1.5,0.97,0.97,0.97,0.97,1.7,4.1771,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,7.6462,85.468,85.468,72.64,35.453,35.453,35.453,35.453,24.305,312.79,312.79,1211.45,172.31,172.31,172.31,172.31,923.15,-5617.54622,-7305.189762,-1688.2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647958628
37,37,32,18,18,18,18,9,48,48,41,18,18,18,18,10,5,5,4,3,3,3,3,2,0.363,0.363,0.32,0.479,0.479,0.479,0.479,0.824,1.53,1.53,5.32,0.00321,0.00321,0.00321,0.00321,0.0017,3,3,1.5,0.97,0.97,0.97,0.97,0.57,4.1771,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,17.4228,85.468,85.468,72.64,35.453,35.453,35.453,35.453,18.998,312.79,312.79,1211.45,172.31,172.31,172.31,172.31,53.63,-5617.54622,-6279.240994,-656.7593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.935473795
55,55,32,18,18,18,18,3,78,78,41,18,18,18,18,4,6,6,4,3,3,3,3,2,0.242,0.242,0.32,0.479,0.479,0.479,0.479,3.582,1.87,1.87,5.32,0.00321,0.00321,0.00321,0.00321,0.534,3.3,3.3,1.5,0.97,0.97,0.97,0.97,2.1,3.8939,3.8939,7.8994,12.9676,12.9676,12.9676,12.9676,5.3917,132.905,132.905,72.64,35.453,35.453,35.453,35.453,6.941,301.7,301.7,1211.45,172.31,172.31,172.31,172.31,453.85,-5786.899021,-5990.416042,-200.0479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46912126
55,55,32,18,18,18,18,30,78,78,41,18,18,18,18,35,6,6,4,3,3,3,3,4,0.242,0.242,0.32,0.479,0.479,0.479,0.479,0.388,1.87,1.87,5.32,0.00321,0.00321,0.00321,0.00321,7.13,3.3,3.3,1.5,0.97,0.97,0.97,0.97,1.5,3.8939,3.8939,7.8994,12.9676,12.9676,12.9676,12.9676,9.3942,132.905,132.905,72.64,35.453,35.453,35.453,35.453,65.38,301.7,301.7,1211.45,172.31,172.31,172.31,172.31,692.88,-5786.899021,-7820.672331,-2035.5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810990162
55,55,32,18,18,18,18,19,78,78,41,18,18,18,18,20,6,6,4,3,3,3,3,4,0.242,0.242,0.32,0.479,0.479,0.479,0.479,0.757,1.87,1.87,5.32,0.00321,0.00321,0.00321,0.00321,0.862,3.3,3.3,1.5,0.97,0.97,0.97,0.97,2.8,3.8939,3.8939,7.8994,12.9676,12.9676,12.9676,12.9676,4.3407,132.905,132.905,72.64,35.453,35.453,35.453,35.453,39.098,301.7,301.7,1211.45,172.31,172.31,172.31,172.31,336.5,-5786.899021,-6579.948684,-790.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.696562842
55,55,32,18,18,18,18,11,78,78,41,18,18,18,18,12,6,6,4,3,3,3,3,3,0.242,0.242,0.32,0.479,0.479,0.479,0.479,1.228,1.87,1.87,5.32,0.00321,0.00321,0.00321,0.00321,0.971,3.3,3.3,1.5,0.97,0.97,0.97,0.97,2.2,3.8939,3.8939,7.8994,12.9676,12.9676,12.9676,12.9676,5.1391,132.905,132.905,72.64,35.453,35.453,35.453,35.453,22.99,301.7,301.7,1211.45,172.31,172.31,172.31,172.31,371.15,-5786.899021,-7092.810777,-1304.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.730756807
