,MagpieData avg_dev MeltingT,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity,Ion Density,Ion Firstlonization,battery_A2,battery_X3,stable_X3,stable_X4,unstable_X1,solar_A1,solar_B,solar_X3,photo_B,photo_X4,adsorption_B,adsorption_X4,diffusion_A1,diffusion_X3,Adsorption energy(ev)
23,305.2579592,2.428571429,92.71428571,2.724285714,7.13,9.3942,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.24055302,0.12320607,0
24,177.3583673,2.714285714,99.85714286,2.82,2.7,5.9858,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.05642998,0.12320607,0
25,192.955102,2.857142857,100.8571429,2.872857143,7.13,9.3942,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.05642998,0.12320607,0
26,135.0220408,3.142857143,117.2857143,2.337142857,2.7,5.9858,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.05642998,0.12320607,0
27,281.4628571,2.857142857,107.7142857,2.795714286,2.7,5.9858,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.05642998,0.12320607,0
28,181.7420408,3.142857143,111.4285714,2.841428571,7.13,9.3942,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.05642998,0.12320607,0
29,261.8742857,2.857142857,112.0,2.372857143,2.7,5.9858,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.05642998,0.12320607,0
30,238.3779592,3.142857143,122.8571429,2.358571429,7.13,9.3942,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.05642998,0.12320607,0
31,116.037551,4.0,142.0,2.372857143,2.7,5.9858,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.05642998,0.12320607,0
32,88.97142857,4.0,136.8571429,2.29,2.7,5.9858,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.09401211,0.12320607,0
33,171.2302041,3.857142857,128.0,2.652857143,7.13,9.3942,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.09401211,0.12320607,0
34,239.7795918,3.285714286,128.1428571,2.342857143,7.13,9.3942,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.09401211,0.12320607,0
35,100.4179592,3.571428571,125.0,2.251428571,7.13,9.3942,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.09401211,0.12320607,0
36,119.5134694,3.285714286,125.5714286,2.351428571,7.13,9.3942,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.09401211,0.12320607,0
37,107.9787755,3.428571429,128.1428571,2.322857143,7.13,9.3942,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.09401211,0.12320607,0
38,306.197551,2.428571429,91.71428571,2.834285714,2.7,5.9858,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.09401211,0.12320607,0
39,222.9983673,3.714285714,133.1428571,2.244285714,7.13,9.3942,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.21437244,0.14019172,0.27131838,0.15946218,0.12433383,0.17863989,0.09401211,0.12320607,0
40,100.4179592,3.571428571,125.0,2.251428571,2.7,5.9858,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.18140548,0.12320607,0
41,216.237551,3.428571429,122.2857143,2.258571429,2.7,5.9858,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.18140548,0.12320607,0
42,241.1812245,3.428571429,133.4285714,2.327142857,7.13,9.3942,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.18140548,0.12320607,0
43,123.8971429,3.714285714,137.1428571,2.372857143,7.13,9.3942,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.18140548,0.12320607,0
44,119.5134694,3.285714286,125.5714286,2.351428571,2.7,5.9858,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.18140548,0.12320607,0
45,305.2579592,2.428571429,92.71428571,2.724285714,2.7,5.9858,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.18140548,0.12320607,0
46,116.0146939,3.714285714,126.0,2.304285714,7.13,9.3942,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.18140548,0.12320607,0
47,108.3004082,3.571428571,136.1428571,2.32,7.13,9.3942,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.18140548,0.12320607,0
48,238.3779592,3.142857143,122.8571429,2.358571429,2.7,5.9858,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.11237182,0.12320607,0
49,81.40367347,3.857142857,135.7142857,2.228571429,7.13,9.3942,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.11237182,0.12320607,0
50,135.1102041,3.428571429,126.5714286,2.404285714,7.13,9.3942,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.11237182,0.12320607,0
51,177.3583673,2.714285714,99.85714286,2.82,7.13,9.3942,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.11237182,0.12320607,0
52,173.882449,3.428571429,116.2857143,2.841428571,7.13,9.3942,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.11237182,0.12320607,0
53,102.5959184,3.857142857,142.0,2.315714286,7.13,9.3942,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.11237182,0.12320607,0
54,273.6032653,3.142857143,112.5714286,2.795714286,2.7,5.9858,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.11237182,0.12320607,0
55,107.9787755,3.428571429,128.1428571,2.322857143,2.7,5.9858,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.11237182,0.12320607,0
56,81.55102041,4.142857143,139.5714286,2.247142857,2.7,5.9858,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.24055302,0.12320607,0
57,319.7191837,2.285714286,86.28571429,2.841428571,2.7,5.9858,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.24055302,0.12320607,0
58,73.37469388,3.857142857,135.8571429,2.237142857,7.13,9.3942,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.24055302,0.12320607,0
59,123.1820408,4.0,138.5714286,2.39,7.13,9.3942,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.24055302,0.12320607,0
60,100.4408163,3.857142857,141.0,2.32,7.13,9.3942,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.24055302,0.12320607,0
61,243.1461224,3.714285714,138.2857143,2.327142857,7.13,9.3942,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.24055302,0.12320607,0
62,292.6759184,2.571428571,97.14285714,2.827142857,2.7,5.9858,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.24055302,0.12320607,0
63,123.1820408,4.0,138.5714286,2.39,2.7,5.9858,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.24055302,0.12320607,0
64,225.8016327,4.0,143.7142857,2.212857143,7.13,9.3942,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.05642998,0.12320607,0
65,222.9983673,3.714285714,133.1428571,2.244285714,2.7,5.9858,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.05642998,0.12320607,0
66,88.97142857,4.0,136.8571429,2.29,7.13,9.3942,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.05642998,0.12320607,0
67,73.37469388,3.857142857,135.8571429,2.237142857,2.7,5.9858,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.05642998,0.12320607,0
68,101.8334694,3.857142857,128.7142857,2.261428571,7.13,9.3942,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.05642998,0.12320607,0
69,112.4881633,4.285714286,148.8571429,2.364285714,2.7,5.9858,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.05642998,0.12320607,0
70,116.037551,4.0,142.0,2.372857143,7.13,9.3942,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.05642998,0.12320607,0
71,77.75836735,4.285714286,147.4285714,2.258571429,2.7,5.9858,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.05642998,0.12320607,0
72,196.4742857,4.0,133.1428571,2.087142857,2.7,5.9858,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.09401211,0.12320607,0
73,239.7795918,3.285714286,128.1428571,2.342857143,2.7,5.9858,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.09401211,0.12320607,0
74,62.16163265,4.142857143,146.4285714,2.205714286,7.13,9.3942,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.09401211,0.12320607,0
75,170.3330612,3.714285714,123.1428571,2.832857143,7.13,9.3942,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.09401211,0.12320607,0
76,278.2146939,2.714285714,103.5714286,2.71,1.74,7.6462,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.09401211,0.12320607,0
77,81.55102041,4.142857143,139.5714286,2.247142857,7.13,9.3942,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.09401211,0.12320607,0
78,166.1453061,3.0,110.4285714,2.788571429,7.13,9.3942,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.09401211,0.12320607,0
79,170.3330612,3.714285714,123.1428571,2.832857143,2.7,5.9858,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.15265304,0.14019172,0.22822611,0.15946218,0.16268677,0.17863989,0.09401211,0.12320607,0
80,77.75836735,4.285714286,147.4285714,2.258571429,7.13,9.3942,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.18140548,0.12320607,0
81,196.4742857,4.0,133.1428571,2.087142857,7.13,9.3942,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.18140548,0.12320607,0
82,219.9983673,2.571428571,90.0,2.887142857,7.13,9.3942,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.18140548,0.12320607,0
83,227.7665306,4.285714286,148.5714286,2.212857143,7.13,9.3942,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.18140548,0.12320607,0
84,56.72489796,4.285714286,136.8571429,2.132857143,2.7,5.9858,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.18140548,0.12320607,0
85,244.0334694,4.0,145.1428571,2.318571429,7.13,9.3942,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.18140548,0.12320607,0
86,108.3004082,3.571428571,136.1428571,2.32,2.7,5.9858,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.18140548,0.12320607,0
87,76.82326531,4.142857143,146.5714286,2.191428571,7.13,9.3942,0.43290132,0.22026594,0.2931677,0.2931677,0.1536212,0.21909729,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.18140548,0.12320607,0
88,96.89142857,4.142857143,147.8571429,2.311428571,7.13,9.3942,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.11237182,0.12320607,0
89,78.95428571,4.428571429,149.8571429,2.258571429,2.7,5.9858,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.11237182,0.12320607,0
90,166.1453061,3.0,110.4285714,2.788571429,2.7,5.9858,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.11237182,0.12320607,0
91,78.95428571,4.428571429,149.8571429,2.258571429,7.13,9.3942,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.11237182,0.12320607,0
92,81.40367347,3.857142857,135.7142857,2.228571429,2.7,5.9858,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.11237182,0.12320607,0
93,270.0538776,3.428571429,119.4285714,2.787142857,2.7,5.9858,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.11237182,0.12320607,0
94,158.2857143,3.285714286,115.2857143,2.788571429,2.7,5.9858,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.11237182,0.12320607,0
95,154.7363265,3.571428571,122.1428571,2.78,7.13,9.3942,0.14843634,0.22026594,0.2931677,0.2931677,0.1536212,0.10219698,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.11237182,0.12320607,0
96,54.79020408,4.428571429,151.2857143,2.205714286,7.13,9.3942,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.24055302,0.12320607,0
97,112.4881633,4.285714286,148.8571429,2.364285714,7.13,9.3942,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.24055302,0.12320607,0
98,241.1812245,3.428571429,133.4285714,2.327142857,2.7,5.9858,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.24055302,0.12320607,0
99,41.12816327,4.142857143,135.8571429,2.08,2.7,5.9858,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.24055302,0.12320607,0
100,78.18530612,4.571428571,152.2857143,2.258571429,7.13,9.3942,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.24055302,0.12320607,0
101,158.2857143,3.285714286,115.2857143,2.788571429,7.13,9.3942,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.24055302,0.12320607,0
102,119.5134694,3.285714286,125.5714286,2.351428571,1.74,7.6462,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.24055302,0.12320607,0
103,78.18530612,4.571428571,152.2857143,2.258571429,2.7,5.9858,0.08641252,0.22026594,0.2931677,0.2931677,0.1536212,0.11160606,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.24055302,0.12320607,0
104,41.12816327,4.142857143,135.8571429,2.08,7.13,9.3942,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.05642998,0.12320607,0
105,238.3779592,3.142857143,122.8571429,2.358571429,1.74,7.6462,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.05642998,0.12320607,0
106,203.235102,4.285714286,144.0,2.072857143,2.7,5.9858,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.05642998,0.12320607,0
107,107.9787755,3.428571429,128.1428571,2.322857143,1.74,7.6462,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.05642998,0.12320607,0
108,203.235102,4.285714286,144.0,2.072857143,7.13,9.3942,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.05642998,0.12320607,0
109,192.955102,2.857142857,100.8571429,2.872857143,1.74,7.6462,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.05642998,0.12320607,0
110,239.7795918,3.285714286,128.1428571,2.342857143,1.74,7.6462,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.05642998,0.12320607,0
111,222.9983673,3.714285714,133.1428571,2.244285714,1.74,7.6462,0.089437485,0.22026594,0.2931677,0.2931677,0.1536212,0.03816386,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.05642998,0.12320607,0
112,225.8016327,4.0,143.7142857,2.212857143,2.7,5.9858,0.11564571,0.22026594,0.2931677,0.2931677,0.1536212,0.02213583,0.05997342,0.14019172,0.1676833,0.15946218,0.28674075,0.17863989,0.09401211,0.12320607,0
