,battery_A1,battery_A2,battery_B,battery_X1,battery_X2,battery_X3,battery_X4,stable_A1,stable_A2,stable_B,stable_X1,stable_X2,stable_X3,stable_X4,unstable_A1,unstable_A2,unstable_B,unstable_X1,unstable_X2,unstable_X3,unstable_X4,solar_A1,solar_A2,solar_B,solar_X1,solar_X2,solar_X3,solar_X4,photo_A1,photo_A2,photo_B,photo_X1,photo_X2,photo_X3,photo_X4,rechargeable_A1,rechargeable_A2,rechargeable_B,rechargeable_X1,rechargeable_X2,rechargeable_X3,rechargeable_X4,adsorption_A1,adsorption_A2,adsorption_B,adsorption_X1,adsorption_X2,adsorption_X3,adsorption_X4,diffusion_A1,diffusion_A2,diffusion_B,diffusion_X1,diffusion_X2,diffusion_X3,diffusion_X4,intercalation_A1,intercalation_A2,intercalation_B,intercalation_X1,intercalation_X2,intercalation_X3,intercalation_X4
10,0.44671488,0.44671488,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38132802,0.38132802,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.3616813,0.3616813,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.26328102,0.26328102,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24808288,0.24808288,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.51970124,0.51970124,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.4164021,0.4164021,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4540708,0.4540708,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
11,0.44671488,0.44671488,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38132802,0.38132802,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.3616813,0.3616813,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.26328102,0.26328102,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24808288,0.24808288,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.51970124,0.51970124,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.4164021,0.4164021,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4540708,0.4540708,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
12,0.44671488,0.44671488,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38132802,0.38132802,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.3616813,0.3616813,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.26328102,0.26328102,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24808288,0.24808288,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.51970124,0.51970124,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.4164021,0.4164021,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4540708,0.4540708,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
13,0.44671488,0.44671488,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38132802,0.38132802,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.3616813,0.3616813,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.26328102,0.26328102,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24808288,0.24808288,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.51970124,0.51970124,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.4164021,0.4164021,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4540708,0.4540708,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
14,0.44671488,0.44671488,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38132802,0.38132802,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.3616813,0.3616813,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.26328102,0.26328102,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24808288,0.24808288,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.51970124,0.51970124,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.4164021,0.4164021,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4540708,0.4540708,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
15,0.44671488,0.44671488,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38132802,0.38132802,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.3616813,0.3616813,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.26328102,0.26328102,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24808288,0.24808288,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.51970124,0.51970124,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.4164021,0.4164021,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4540708,0.4540708,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
16,0.16759743,0.16759743,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.287042,0.287042,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.28220642,0.28220642,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.2121902,0.2121902,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24078286,0.24078286,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.2053389,0.2053389,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.36498734,0.36498734,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.31009158,0.31009158,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.37432775,0.37432775,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
17,0.16759743,0.16759743,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.287042,0.287042,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.28220642,0.28220642,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.2121902,0.2121902,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24078286,0.24078286,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.2053389,0.2053389,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.36498734,0.36498734,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.31009158,0.31009158,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.37432775,0.37432775,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
18,0.16759743,0.16759743,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.287042,0.287042,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.28220642,0.28220642,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.2121902,0.2121902,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24078286,0.24078286,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.2053389,0.2053389,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.36498734,0.36498734,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.31009158,0.31009158,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.37432775,0.37432775,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
19,0.16759743,0.16759743,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.287042,0.287042,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.28220642,0.28220642,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.2121902,0.2121902,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24078286,0.24078286,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.2053389,0.2053389,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.36498734,0.36498734,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.31009158,0.31009158,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.37432775,0.37432775,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
20,0.16759743,0.16759743,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.287042,0.287042,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.28220642,0.28220642,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.2121902,0.2121902,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24078286,0.24078286,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.2053389,0.2053389,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.36498734,0.36498734,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.31009158,0.31009158,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.37432775,0.37432775,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
21,0.16759743,0.16759743,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.287042,0.287042,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.28220642,0.28220642,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.2121902,0.2121902,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24078286,0.24078286,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.2053389,0.2053389,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.36498734,0.36498734,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.31009158,0.31009158,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.37432775,0.37432775,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
22,0.16759743,0.16759743,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.287042,0.287042,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.28220642,0.28220642,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.2121902,0.2121902,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24078286,0.24078286,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.2053389,0.2053389,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.36498734,0.36498734,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.31009158,0.31009158,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.37432775,0.37432775,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
23,0.16759743,0.16759743,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.287042,0.287042,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.28220642,0.28220642,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.2121902,0.2121902,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.24078286,0.24078286,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.2053389,0.2053389,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.36498734,0.36498734,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.31009158,0.31009158,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.37432775,0.37432775,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
24,0.28904858,0.28904858,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38388637,0.38388637,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.29619506,0.29619506,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.13468511,0.13468511,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.30728492,0.30728492,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.3491499,0.3491499,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.3955777,0.3955777,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4022397,0.4022397,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5304877,0.5304877,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
25,0.28904858,0.28904858,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38388637,0.38388637,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.29619506,0.29619506,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.13468511,0.13468511,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.30728492,0.30728492,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.3491499,0.3491499,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.3955777,0.3955777,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4022397,0.4022397,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5304877,0.5304877,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
26,0.28904858,0.28904858,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38388637,0.38388637,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.29619506,0.29619506,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.13468511,0.13468511,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.30728492,0.30728492,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.3491499,0.3491499,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.3955777,0.3955777,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4022397,0.4022397,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5304877,0.5304877,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
27,0.28904858,0.28904858,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38388637,0.38388637,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.29619506,0.29619506,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.13468511,0.13468511,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.30728492,0.30728492,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.3491499,0.3491499,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.3955777,0.3955777,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4022397,0.4022397,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5304877,0.5304877,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
28,0.28904858,0.28904858,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38388637,0.38388637,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.29619506,0.29619506,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.13468511,0.13468511,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.30728492,0.30728492,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.3491499,0.3491499,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.3955777,0.3955777,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4022397,0.4022397,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5304877,0.5304877,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
29,0.28904858,0.28904858,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38388637,0.38388637,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.29619506,0.29619506,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.13468511,0.13468511,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.30728492,0.30728492,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.3491499,0.3491499,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.3955777,0.3955777,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4022397,0.4022397,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5304877,0.5304877,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
30,0.28904858,0.28904858,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38388637,0.38388637,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.29619506,0.29619506,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.13468511,0.13468511,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.30728492,0.30728492,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.3491499,0.3491499,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.3955777,0.3955777,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4022397,0.4022397,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5304877,0.5304877,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
31,0.28904858,0.28904858,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.38388637,0.38388637,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.29619506,0.29619506,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.13468511,0.13468511,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.30728492,0.30728492,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.3491499,0.3491499,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.3955777,0.3955777,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.4022397,0.4022397,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.5304877,0.5304877,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
32,0.37616432,0.37616432,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.4965323,0.4965323,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.35965994,0.35965994,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.24314453,0.24314453,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.32346746,0.32346746,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.47297877,0.47297877,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.4197603,0.4197603,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.31287086,0.31287086,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.54667395,0.54667395,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
33,0.37616432,0.37616432,0.22410308,0.30713043,0.30713043,0.30713043,0.30713043,0.4965323,0.4965323,0.24944292,0.2955075,0.2955075,0.2955075,0.2955075,0.35965994,0.35965994,0.15648787,0.17255755,0.17255755,0.17255755,0.17255755,0.24314453,0.24314453,0.34884757,0.14519602,0.14519602,0.14519602,0.14519602,0.32346746,0.32346746,0.2188383,0.2255989,0.2255989,0.2255989,0.2255989,0.47297877,0.47297877,0.26438892,0.22771172,0.22771172,0.22771172,0.22771172,0.4197603,0.4197603,0.29320365,0.24484506,0.24484506,0.24484506,0.24484506,0.31287086,0.31287086,0.25366628,0.14186914,0.14186914,0.14186914,0.14186914,0.54667395,0.54667395,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639
